Date,Day,제주Ava,제주H/U,제주Sold,제주Occ%,제주ADR,제주Rm Rev.,제주FB Rev.,남원Ava,남원H/U,남원Sold,남원Occ%,남원ADR,남원Rm Rev.,남원FB Rev.,경주Ava,경주H/U,경주Sold,경주Occ%,경주ADR,경주Rm Rev.,경주FB Rev.,낙산Ava,낙산H/U,낙산Sold,낙산Occ%,낙산ADR,낙산Rm Rev.,낙산FB Rev.,드림Ava,드림H/U,드림Sold,드림Occ%,드림ADR,드림Rm Rev.,드림FB Rev.,도고Ava,도고H/U,도고Sold,도고Occ%,도고ADR,도고Rm Rev.,도고FB Rev.,가평Ava,가평H/U,가평Sold,가평Occ%,가평ADR,가평Rm Rev.,가평FB Rev.
2003-11-29,Sat,89.0,1.0,44.0,49.4,"124,305","5,469,435",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-30,Sun,89.0,1.0,26.0,29.2,"107,754","2,801,604",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-01,Mon,89.0,1.0,23.0,25.8,"97,066","2,232,516",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-02,Tue,89.0,1.0,27.0,30.3,"91,868","2,480,449",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-03,Wed,89.0,1.0,19.0,21.3,"78,071","1,483,341",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-04,Thu,89.0,1.0,32.0,36.0,"85,830","2,746,569",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-05,Fri,85.0,5.0,23.0,27.1,"81,687","1,878,794",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-06,Sat,89.0,1.0,50.0,56.2,"86,919","4,345,953",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-07,Sun,89.0,1.0,27.0,30.3,"111,213","3,002,763",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-08,Mon,89.0,1.0,34.0,38.2,"103,442","3,517,021",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-09,Tue,89.0,1.0,32.0,36.0,"89,933","2,877,848",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-10,Wed,88.0,2.0,22.0,25.0,"76,531","1,683,672",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-11,Thu,89.0,1.0,17.0,19.1,"84,100","1,429,704",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-12,Fri,90.0,0.0,26.0,28.9,"110,748","2,879,452",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-13,Sat,90.0,0.0,38.0,42.2,"118,585","4,506,229",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-14,Sun,89.0,1.0,22.0,24.7,"113,845","2,504,585",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-15,Mon,89.0,1.0,39.0,43.8,"91,210","3,557,201",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-16,Tue,85.0,5.0,36.0,42.4,"67,053","2,413,894",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-17,Wed,87.0,3.0,67.0,77.0,"80,359","5,384,032",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-18,Thu,89.0,1.0,12.0,13.5,"68,247","818,960",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-19,Fri,89.0,1.0,12.0,13.5,"98,660","1,183,920",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-20,Sat,89.0,1.0,45.0,50.6,"98,692","4,441,147",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-21,Sun,89.0,1.0,32.0,36.0,"97,302","3,113,673",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-22,Mon,89.0,1.0,67.0,75.3,"83,737","5,610,376",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-23,Tue,89.0,1.0,54.0,60.7,"70,603","3,812,564",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-24,Wed,89.0,1.0,57.0,64.0,"65,666","3,742,971",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-25,Thu,89.0,1.0,62.0,69.7,"73,462","4,554,616",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-26,Fri,89.0,1.0,49.0,55.1,"96,503","4,728,629",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-27,Sat,88.0,2.0,56.0,63.6,"83,378","4,669,144",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-28,Sun,89.0,1.0,46.0,51.7,"107,272","4,934,493",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-29,Mon,85.0,5.0,66.0,77.6,"84,144","5,553,508",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-30,Tue,89.0,1.0,58.0,65.2,"84,436","4,897,312",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,Wed,89.0,1.0,80.0,89.9,"100,984","8,078,751",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-01,Thu,89.0,1.0,68.0,76.4,"114,383","7,778,018",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-02,Fri,89.0,1.0,79.0,88.8,"119,379","9,430,924",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-03,Sat,89.0,1.0,55.0,61.8,"111,780","6,147,881",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-04,Sun,89.0,1.0,45.0,50.6,"102,855","4,628,476",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-05,Mon,89.0,1.0,43.0,48.3,"77,579","3,335,906",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-06,Tue,89.0,1.0,37.0,41.6,"67,220","2,487,130",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-07,Wed,88.0,2.0,72.0,81.8,"79,694","5,737,975",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-08,Thu,89.0,1.0,60.0,67.4,"80,574","4,834,417",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-09,Fri,89.0,1.0,73.0,82.0,"85,536","6,244,122",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-10,Sat,90.0,0.0,54.0,60.0,"77,229","4,170,366",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-11,Sun,85.0,5.0,35.0,41.2,"85,226","2,982,925",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-12,Mon,90.0,0.0,26.0,28.9,"85,769","2,229,985",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-13,Tue,90.0,0.0,25.0,27.8,"74,307","1,857,671",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-14,Wed,90.0,0.0,36.0,40.0,"62,434","2,247,638",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-15,Thu,89.0,1.0,65.0,73.0,"62,567","4,066,881",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-16,Fri,90.0,0.0,65.0,72.2,"70,756","4,599,113",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-17,Sat,90.0,0.0,30.0,33.3,"95,800","2,873,997",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-18,Sun,90.0,0.0,17.0,18.9,"89,425","1,520,231",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-19,Mon,90.0,0.0,18.0,20.0,"70,851","1,275,324",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-20,Tue,90.0,0.0,14.0,15.6,"77,694","1,087,712",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-21,Wed,87.0,3.0,51.0,58.6,"98,550","5,026,056",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-22,Thu,87.0,3.0,74.0,85.1,"106,652","7,892,269",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-23,Fri,90.0,0.0,61.0,67.8,"107,156","6,536,500",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-24,Sat,90.0,0.0,88.0,97.8,"95,629","8,415,338",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-25,Sun,90.0,0.0,78.0,86.7,"98,258","7,664,110",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-26,Mon,90.0,0.0,28.0,31.1,"45,140","1,263,910",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-27,Tue,90.0,0.0,85.0,94.4,"68,371","5,811,520",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-28,Wed,90.0,0.0,90.0,100.0,"68,130","6,131,720",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-29,Thu,90.0,0.0,87.0,96.7,"68,903","5,994,535",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-30,Fri,90.0,0.0,31.0,34.4,"83,777","2,597,073",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-31,Sat,90.0,0.0,36.0,40.0,"97,157","3,497,666",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-01,Sun,90.0,0.0,20.0,22.2,"101,442","2,028,839",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-02,Mon,90.0,0.0,43.0,47.8,"105,427","4,533,373",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-03,Tue,90.0,0.0,85.0,94.4,"89,923","7,643,476",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-04,Wed,90.0,0.0,72.0,80.0,"74,744","5,381,534",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-05,Thu,90.0,0.0,81.0,90.0,"79,458","6,436,119",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-06,Fri,90.0,0.0,83.0,92.2,"87,130","7,231,791",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-07,Sat,90.0,0.0,75.0,83.3,"96,421","7,231,540",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-08,Sun,90.0,0.0,26.0,28.9,"103,390","2,688,144",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-09,Mon,90.0,0.0,48.0,53.3,"86,672","4,160,263",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-10,Tue,90.0,0.0,83.0,92.2,"86,938","7,215,870",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-11,Wed,88.0,2.0,69.0,78.4,"85,003","5,865,180",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-12,Thu,87.0,3.0,72.0,82.8,"74,482","5,362,670",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-13,Fri,90.0,0.0,85.0,94.4,"95,257","8,096,867",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-14,Sat,90.0,0.0,85.0,94.4,"109,173","9,279,705",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-15,Sun,90.0,0.0,54.0,60.0,"100,548","5,429,583",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-16,Mon,90.0,0.0,58.0,64.4,"84,283","4,888,412",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-17,Tue,90.0,0.0,54.0,60.0,"81,767","4,415,415",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-18,Wed,90.0,0.0,22.0,24.4,"74,344","1,635,562",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-19,Thu,89.0,1.0,30.0,33.7,"88,318","2,649,528",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-20,Fri,89.0,1.0,88.0,98.9,"97,908","8,615,924",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-21,Sat,90.0,0.0,51.0,56.7,"113,931","5,810,466",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-22,Sun,90.0,0.0,30.0,33.3,"98,781","2,963,419",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-23,Mon,89.0,1.0,63.0,70.8,"75,241","4,740,154",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-24,Tue,90.0,0.0,67.0,74.4,"74,360","4,982,133",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-25,Wed,90.0,0.0,53.0,58.9,"78,734","4,172,887",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-26,Thu,89.0,1.0,40.0,44.9,"72,250","2,890,011",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-27,Fri,90.0,0.0,43.0,47.8,"97,509","4,192,901",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-28,Sat,90.0,0.0,82.0,91.1,"112,311","9,209,493",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-29,Sun,90.0,0.0,78.0,86.7,"113,765","8,873,688",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-01,Mon,90.0,0.0,37.0,41.1,"95,091","3,518,374",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-02,Tue,90.0,0.0,40.0,44.4,"87,707","3,508,295",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-03,Wed,89.0,1.0,44.0,49.4,"77,455","3,408,018",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-04,Thu,90.0,0.0,28.0,31.1,"71,357","1,998,004",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-05,Fri,90.0,0.0,28.0,31.1,"88,896","2,489,100",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-06,Sat,90.0,0.0,43.0,47.8,"103,363","4,444,606",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-07,Sun,90.0,0.0,32.0,35.6,"88,152","2,820,867",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-08,Mon,89.0,1.0,53.0,59.6,"90,854","4,815,283",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-09,Tue,90.0,0.0,55.0,61.1,"86,501","4,757,554",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-10,Wed,87.0,3.0,30.0,34.5,"19,506","585,188",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-11,Thu,87.0,3.0,47.0,54.0,"39,917","1,876,078",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-12,Fri,90.0,0.0,30.0,33.3,"87,323","2,619,680",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-13,Sat,90.0,0.0,69.0,76.7,"95,567","6,594,114",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-14,Sun,90.0,0.0,27.0,30.0,"109,621","2,959,770",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-15,Mon,90.0,0.0,36.0,40.0,"83,861","3,018,978",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-16,Tue,90.0,0.0,42.0,46.7,"85,195","3,578,171",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-17,Wed,90.0,0.0,18.0,20.0,"76,650","1,379,692",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-18,Thu,90.0,0.0,13.0,14.4,"50,269","653,498",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-19,Fri,90.0,0.0,43.0,47.8,"99,938","4,297,331",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-20,Sat,90.0,0.0,41.0,45.6,"122,989","5,042,552",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-21,Sun,90.0,0.0,49.0,54.4,"83,729","4,102,727",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-22,Mon,90.0,0.0,63.0,70.0,"82,781","5,215,230",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-23,Tue,90.0,0.0,64.0,71.1,"71,304","4,563,478",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-24,Wed,90.0,0.0,33.0,36.7,"84,035","2,773,140",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-25,Thu,90.0,0.0,40.0,44.4,"66,639","2,665,555",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-26,Fri,89.0,1.0,81.0,91.0,"79,465","6,436,636",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-27,Sat,89.0,1.0,81.0,91.0,"117,947","9,553,724",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-28,Sun,90.0,0.0,90.0,100.0,"106,200","9,557,975",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-29,Mon,90.0,0.0,89.0,98.9,"104,722","9,320,217",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-30,Tue,90.0,0.0,88.0,97.8,"106,802","9,398,545",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,Wed,90.0,0.0,86.0,95.6,"92,247","7,933,262",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-01,Thu,90.0,0.0,42.0,46.7,"80,460","3,379,322",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-02,Fri,90.0,0.0,56.0,62.2,"123,304","6,904,999",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-03,Sat,90.0,0.0,88.0,97.8,"126,393","11,122,604",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-04,Sun,90.0,0.0,89.0,98.9,"132,405","11,784,076",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-05,Mon,90.0,0.0,65.0,72.2,"87,957","5,717,194",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-06,Tue,90.0,0.0,73.0,81.1,"76,059","5,552,286",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-07,Wed,90.0,0.0,24.0,26.7,"84,565","2,029,552",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-08,Thu,90.0,0.0,86.0,95.6,"92,419","7,948,018",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-09,Fri,90.0,0.0,40.0,44.4,"239,046","9,561,845",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-10,Sat,90.0,0.0,87.0,96.7,"132,290","11,509,218",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-11,Sun,90.0,0.0,14.0,15.6,"133,263","1,865,687",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-12,Mon,89.0,1.0,35.0,39.3,"94,331","3,301,598",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-13,Tue,90.0,0.0,61.0,67.8,"71,293","4,348,892",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-14,Wed,90.0,0.0,47.0,52.2,"100,789","4,737,061",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-15,Thu,90.0,0.0,29.0,32.2,"351,531","10,194,395",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-16,Fri,90.0,0.0,90.0,100.0,"135,041","12,153,704",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-17,Sat,90.0,0.0,37.0,41.1,"292,557","10,824,608",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-18,Sun,90.0,0.0,39.0,43.3,"276,925","10,800,060",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-19,Mon,90.0,0.0,90.0,100.0,"114,126","10,271,310",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-20,Tue,90.0,0.0,40.0,44.4,"249,053","9,962,130",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-21,Wed,90.0,0.0,89.0,98.9,"108,162","9,626,380",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-22,Thu,90.0,0.0,0.0,0.0,0,"1,229,629",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-23,Fri,90.0,0.0,75.0,83.3,"85,217","6,391,288",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-24,Sat,89.0,1.0,28.0,31.5,"343,860","9,628,081",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-25,Sun,89.0,1.0,10.0,11.2,"528,832","5,288,317",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-26,Mon,89.0,1.0,72.0,80.9,"105,819","7,618,986",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-27,Tue,90.0,0.0,85.0,94.4,"82,595","7,020,614",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-28,Wed,90.0,0.0,83.0,92.2,"57,179","4,745,831",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-29,Thu,90.0,0.0,64.0,71.1,"52,114","3,335,311",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-04-30,Fri,90.0,0.0,86.0,95.6,"67,084","5,769,240",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-01,Sat,90.0,0.0,83.0,92.2,"118,980","9,875,299",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-02,Sun,90.0,0.0,51.0,56.7,"207,552","10,585,146",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-03,Mon,90.0,0.0,79.0,87.8,"106,135","8,384,657",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-04,Tue,90.0,0.0,84.0,93.3,"111,170","9,338,253",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-05,Wed,90.0,0.0,74.0,82.2,"84,768","6,272,860",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-06,Thu,90.0,0.0,52.0,57.8,"76,089","3,956,625",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-07,Fri,90.0,0.0,28.0,31.1,"123,275","3,451,706",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-08,Sat,90.0,0.0,59.0,65.6,"126,795","7,480,915",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-09,Sun,90.0,0.0,20.0,22.2,"262,634","5,252,682",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-10,Mon,88.0,2.0,45.0,51.1,"111,263","5,006,836",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-11,Tue,89.0,1.0,69.0,77.5,"105,913","7,308,024",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-12,Wed,87.0,3.0,33.0,37.9,"312,166","10,301,472",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
